DUMMY2/kerstin/de_rhasspy-0036.wav|0|d iː aʊ̯ f d eː ɐ z ə iː t ə d ə s k aɪ̯ z ɐ s k ɛ m p͡f ɛ n d ə n ʃ v a n b ɛ ʁ g ɐ , ʔ ɛː ɐ ʔ oː b ɛ ʁ t ə n k ʊ ʁ t͡s d a ʁ a oː f d eː n b ɛ ʁ k .
DUMMY2/kerstin/de_rhasspy-0038.wav|0|ʔ ɪ n d eː ɐ l iː t eː ʁ a t ʊ ʁ g ə ʃ ɪ ç t ə b ɪ l d ə n aʊ̯ g ʊ s t ʃ t ʁ ɪ n t b ɛ ʁ k s b ə t s iː ʊ ŋ ə n t͡s uː øː s t ə ʁ a ɪ ç ʔ a eː n ə n z aɪ̯ n ɐ ʃ v ɛ ʁ p ʊ ŋ k t ə .
DUMMY2/kerstin/de_rhasspy-0041.wav|0|ʔ a n d iː ə s ə m g ɪ l t ʔ eː s z ɪ ç t͡s uː oː ʁ iː ɛ n t iː ʁ ə n .
DUMMY2/kerstin/de_rhasspy-0042.wav|0|m ɪ t t l ɛ ʁ v ə iː l ə g iː p t ʔ eː s f yː ɐ p ʁ a k t ɪ ʃ j eː d ə ʃ p ɔ ʁ t a ʁ t m eː ʁ ɐ ə ʔ ɛ n t ʃ p ʁ ɛ ç ɛ n d ə k ɔ m p uː t ɛ ʁ s p iː l p ɛ n d a n t s .
DUMMY2/kerstin/de_rhasspy-0043.wav|0|d a m ɪ t ʃ t ɛ l l t ə n d iː d ʁ eː a m b ə ʁ a eː t s ʔ ɪ n ʔ iː ʁ ɐ t s v ə iː t ə n z ɛ z õː ʔ a eː n ə n ʔ ɛ ɔ ɔʏ̯ ɛ ʁ s t h ɔ x v ɛ ʁ t ɪ g ə n k aː d ɐ .
DUMMY2/kerstin/de_rhasspy-0045.wav|0|ʔ a oː n ʔ ɛː ɐ d ə m v ʊ ʁ d ə n d iː f ʏ n f b ɛ s t n l ə ɪ s t ʊ ŋ ə n ɪ m z iː b ɛ ŋ k a m p͡f yː b ɐ h aʊ̯ p t f ɔ n ʔ iː ɐ ʔ ɛː ɐ t s iː l t .
DUMMY2/kerstin/de_rhasspy-0047.wav|0|eː ɐ v ʊ ʁ d ə ʔ ɪ n d eː ɐ n ɛː eː d eː ɐ h aʊ̯ p t ʃ t a t l ɪ b ʁ eː v ɪ l l ə g ə b oː ʁ ə n ʊ n t f ʁ yː ʔ a eː n v a iː z ɛ ŋ k ɪ n t .
DUMMY2/kerstin/de_rhasspy-0048.wav|0|b ə d ɔ ɔʏ̯ t z aː l ɪ s t d a s f oː ɐ k ɔ m m ə n d ə s z ɛ l t ə n ə n z ʊ m p͡f a j oː a n n ɪ s k ʁ a oː t s .
DUMMY2/kerstin/de_rhasspy-0049.wav|0|p aʊ̯ l d ɛ s z a oː s k uː z ɛ̃ː m aː k s v ɪ n t ɛ ʁ f ɛ l t v ʊ ʁ d ə ʊ n t ɐ d eː m n aː m ə n j ə ʔ a n g ɪ l b ɛ ʁ t a l s ʔ oː p eː ʁ ɛ t ɛ ŋ k ɔ m p oː n ɪ s t b ə k a n t .
DUMMY2/kerstin/de_rhasspy-0054.wav|0|d a s f ɛː ɐ b ʁ ə iː t ʊ ŋ s g eː b iː ə t ʔ ɛː ɐ ʃ t ʁ ɛ k t z ɪ ç v oː m z ʏ t v ɛ s t l ɪ ç ə n n ɔ ʁ d a m eː ʁ iː k a yː b ɐ t s ɛ n t ʁ a l a m eː ʁ iː k a b ɪ s z yː d a m eː ʁ iː k a .
DUMMY2/kerstin/de_rhasspy-0055.wav|0|v iː d ɐ g ɪ ŋ ʔ eː s ʊ m d iː ɔ ɔʏ̯ ʁ oː p a m ə ɪ s t ɛ ʁ s t s h a f t , v iː d ɐ z iː k t ə l oː iː n aː x p ʊ ŋ k t ə n .
DUMMY2/kerstin/de_rhasspy-0060.wav|0|z iː l aː k ʔ a n d eː ɐ z aː ʁ l ɛ n d ɪ ʃ ʊ p͡f ɛ l t s ɪ ʃ ə n g ʁ eː n t s ə .
DUMMY2/kerstin/de_rhasspy-0062.wav|0|eː ɐ ʔ eː m ɪ g ʁ iː ʁ t ə n aː x øː s t ə ʁ a ɪ ç ʊ n t ʃ p ɛː t ɐ ɪ n s d ɔ ɔʏ̯ t͡ʃ ə ʁ a eː ç .
DUMMY2/kerstin/de_rhasspy-0063.wav|0|z iː ʃ p iː l t ə n z oː v oː l ʔ a l t eː l iː d ɐ f ɔ n ʃ p l ɪ f f n ɔ ɔʏ̯ ʔ a eː n a l s aʊ̯ x a eː g eː n eː ʃ t ʏ k ə .
DUMMY2/kerstin/de_rhasspy-0064.wav|0|n aː x t͡s v aɪ̯ ʁ ʊ n d ə n v aː ɐ d eː ɐ k a m p͡f ʁ eː l a t iː f ʔ a oː s g ə k l ɪ ç ə n .
DUMMY2/kerstin/de_rhasspy-0066.wav|0|d a n aː χ ɪ s t ʔ aɪ̯ n ə f ɛː ɐ z ɛ t s ʊ ŋ n uː ɐ t͡s uː ʔ a eː n ʔ ɛː ɐ ʔ a n d ɐ ə n d iː n s t s t ɛ l l ə d ɛ s z ɛ l b ə n ʔ a ʁ b a eː t g eː b ɛ ʁ s t s uː l ɛ s z ɪ ç .
DUMMY2/kerstin/de_rhasspy-0068.wav|0|ʔ ɪ n d eː n f ɔ l g ɛ n d ə n d ʁ ə iː ɪ ç j a ʁ ə n n ʊ t s t ə n uː ɐ d iː ʔ a l l g ə m ə ɪ n ə l ʊ f t f a ʁ t d eː n ʁ iː v iː ʁ a a ɪ ʁ p ɔ ʁ t .
