DUMMY2/p226/p226_225.wav|0|ɐ kɚɹˈɪɹ æz ɐ dˈɑːktɚɹ ɪz ˌɔn hˈoʊld.
DUMMY2/p229/p229_261.wav|1|aɪ wʌz hˈæpɪli sɚpɹˈaɪzd.
DUMMY2/p229/p229_029.wav|1|aɪ hæv ɐ θˈiəɹi.
DUMMY2/p225/p225_090.wav|2|aɪ dɪdnˌɑːt hæv ɐ bˈɛt ˌɔn maɪsˈɛlf.
DUMMY2/p229/p229_339.wav|1|ɡˈeɪlɪk pɹəvˈɪʒəŋ kəntˈɪnjuːd təbi ɡˈʊd.
DUMMY2/p229/p229_087.wav|1|ˈʌðɚz wɜːɹ ɪn hˈaɪdɪŋ, ɪn fˈɪɹ ʌv ðɛɹ lˈaɪvz.
DUMMY2/p229/p229_247.wav|1|ðə pɚsˈɛpʃən ɪz ðæt wiː duːnˌɑːt kˈɛɹ ɐbˌaʊt sˈoʊʃəl ˈɪʃuːz.
DUMMY2/p229/p229_161.wav|1|wiː ˈɔːlsoʊ ɛndʒˈɔɪd ɐ lˈɑːt ʌv səpˈoːɹt.
DUMMY2/p225/p225_066.wav|2|ɪɾ ɪz ɐ dʒˈɑːb kɹiːˈeɪʃən skˈiːm.
DUMMY2/p228/p228_224.wav|3|hiː sˈɛd ðæt hˈɛlθi ˈiːɾɪŋ wʌz hˈaɪ ɔnðə kˈaʊnsəl ɐdʒˈɛndə.
DUMMY2/p225/p225_350.wav|2|haʊˈɛvɚ, ðɛɹ ɪz ɐn ˈɪʃuː, ˌɪzənt ðˈɛɹ ?
DUMMY2/p226/p226_346.wav|0|bˌʌt ðə dɪzˈiːz həznɑːt bˌɪŋ kənfˈaɪnd tə ðə tˈoːɹi pˈɑːɹɾi.
DUMMY2/p226/p226_040.wav|0|ɪt wʌz klˈɪɹ.
DUMMY2/p225/p225_063.wav|2|bˈoʊθ sˈaɪdz hɐvbɪn hˈɪt baɪ ˈɪndʒɚɹi.
DUMMY2/p226/p226_311.wav|0|aɪ wʌz kənsˈɜːnd wɪððə wˈeɪ ðeɪ tɹˈaɪd tə dʒˈʌstᵻfˌaɪ hɪz ˈækʃənz.
DUMMY2/p225/p225_046.wav|2|nˈoʊ diːtˈeɪlz ʌvðə tˈɔːks wɜː ɡˈɪvən.
DUMMY2/p226/p226_214.wav|0|aɪm plˈiːzd ɐbˌaʊt wˈʌn θˈɪŋ.
DUMMY2/p228/p228_093.wav|3|haʊˈɛvɚ, ɪt dɪdnˌɑːt ˈɛnd ðæt wˈeɪ.
DUMMY2/p229/p229_050.wav|1|wiː nˈiːd tə tʃˈæt.
DUMMY2/p226/p226_279.wav|0|ɪn ˈɛsəns, ðə tˈiːtʃɪŋ pɹəfˈɛʃən hɐz ɐ tʃˈɔɪs.
DUMMY2/p229/p229_180.wav|1|ðə pˈoʊst wɪl biː ʌnpˈeɪd.
DUMMY2/p225/p225_026.wav|2|hˈaʊ ɑːɹ juː, sˈɜː ?
DUMMY2/p225/p225_159.wav|2|nˈiːðɚ sˈaɪd kæn wˈɪn ðɪs wˈɔːɹ.
DUMMY2/p227/p227_160.wav|4|sˈɛvən pˈiːpəl wɜː lˈeɪɾɚ dɪtˈeɪnd baɪ pəlˈiːs.
DUMMY2/p229/p229_092.wav|1|ɪɾ ɪz ɐn ˈoʊld fˈæmɪli hˈæbɪt.
DUMMY2/p226/p226_370.wav|0|sˈædəm ɪz nˌɑːt ðɪ ˈoʊnli ɛɡzˈæmpəl ʌv ˈiːvəl ɪn ˌaʊɚ wˈɜːld.
DUMMY2/p228/p228_037.wav|3|ˌɪndˈiːd, hiː dˈʌz.
DUMMY2/p228/p228_027.wav|3|bɪkˈʌz wiː duːnˌɑːt nˈiːd ɪt.
DUMMY2/p226/p226_206.wav|0|sˌʌm ɹˈiːəlɪzəm wʌz nˈiːdᵻd ɐbˌaʊt tˈaɪm, ɹᵻsˈoːɹsᵻz ænd mˈænɪdʒmənt.
DUMMY2/p225/p225_195.wav|2|ɪɾ ɪz hˈɑːɹd tə tˈɛl.
DUMMY2/p227/p227_173.wav|4|ðeɪ mˌeɪd sˈʌtʃ dᵻsˈɪʒənz ɪn lˈʌndən.
DUMMY2/p227/p227_123.wav|4|sˌoʊ wʌt ɪz ðə kæmpˈeɪn ɐbˈaʊt ?
DUMMY2/p226/p226_189.wav|0|ðə hˈoʊl pɹˈɑːsɛs ɪz ɐ vˈɪʃəs sˈɜːkəl æt ðə mˈoʊmənt.
DUMMY2/p226/p226_313.wav|0|ðə mˈɪnɪstɚɹ ɪz ðɪ ˌɛndʒɪnˈɪɹ.
DUMMY2/p229/p229_244.wav|1|ɔnðə ɡɹˈaʊnd, ðə wˈɛst bˈæŋk wʌz ɐɡˈɛn ðə fˈoʊkəs ʌv vˈaɪələns.
